,user-screen_name,text,user-location,lang,retweet_count,created_at,hashtags,SocialEmotionalLearning,STEMeducation,EnglishLanguageDevelopment,ESSER,k12
25426,coopmike48,Big Education Ape: KEEP UP/ CATCH UP WITH DIANE RAVITCH'S BLOG A site to discuss better education for all #REDFORED #tbats #edchat #K12 #learning #edleadership #edtech #engchat #literacy #edreform - https://t.co/N1BnXanjHa https://t.co/N8t4CDGti6,California,en,2.0,Sun Jul 25 13:12:21 +0000 2021,"['REDFORED', 'tbats']",False,False,False,False,True
25429,coopmike48,Big Education Ape: Network for Public Education Blog Post of the Day This Week #REDFORED #tbats #edchat #K12 #learning #edleadership #edtech #engchat #literacy #edreform - https://t.co/a0g6qG7RhO https://t.co/1lnW12bA5m,California,en,2.0,Sun Jul 25 13:13:20 +0000 2021,"['REDFORED', 'tbats', 'edchat', 'K12', 'learning']",False,False,False,False,True
25430,coopmike48,"Big Education Ape: TOP POSTS THIS WEEK Saturday, July 24, 2021 #REDFORED #tbats #edchat #K12 #learning #edtech #engchat #literacy #edreform #TEACHtheTRUTH #CRT - https://t.co/YI7JvmC7Au https://t.co/y1MvjvsOZg",California,en,3.0,Sun Jul 25 13:13:35 +0000 2021,"['REDFORED', 'tbats', 'edchat', 'K12', 'learning', 'edtech', 'engchat']",False,False,False,False,True
25437,ezi_chanJP,"Super really literally completely necessary perfect things.
#langtwt #studytwt #ESL",Banana Paradise,en,0.0,Sun Jul 25 13:19:18 +0000 2021,"['langtwt', 'studytwt', 'ESL']",False,False,True,False,False
25438,limlessons,"👇 #LearnEnglish
Check the answer in our blog post 😃😄📘
#ESL #sports #speakenglish",,en,0.0,Sun Jul 25 13:20:00 +0000 2021,"['LearnEnglish', 'ESL', 'sports', 'speakenglish']",False,False,True,False,False
25439,varner_edward,"@curriculumblog 1) Music is important and matters. 2) Art is important and matters. 3) Dance is important and matters - theatre, too.
#CreativityisNotOptional #creativity #SEL @Americans4Arts @NAfME https://t.co/eT6oJc84kc","North Cornwall, PA",en,0.0,Sun Jul 25 13:20:48 +0000 2021,,True,False,False,False,False
25441,sopixturesque,this gif is the absolute cutest,the avatar state,en,0.0,Sun Jul 25 13:20:56 +0000 2021,,False,False,False,False,False
25442,acla_lunenburg,"Art art art, everything art !
Pre-Register for our 2022 Summer English Enhancement Programs today!
https://t.co/MXxSxmpBA3 

#AtlanticCanadaLanguageAcademy #atlanticcanada #lunenburg #ielts #studyworklive #studyabroad #esl #eal #novascotia #visitnovascotia #southshorens #acla https://t.co/wivyuKqirR","Lunenburg, Nova Scotia, Canada",en,0.0,Sun Jul 25 13:21:04 +0000 2021,,False,False,True,False,False
25443,sara_lahayne,Great news this week from our friends @HobokenSchools as @move_thisworld  expands to Middle School! Read more about our partnership here: https://t.co/2QazPoJd7h #SEL #MoveThisWorld #MiddleSchool #BacktoSchool,"New York, NY",en,0.0,Sun Jul 25 13:22:00 +0000 2021,,True,False,False,False,False
25444,neicweb,"Sharing this perfect opportunity specially with #EdTech companies! Compare and inquire now at https://t.co/1SAWJpkfPR

#elearning #k12 #highereducation #edutwitter #edchat #edtechchat #InnovationForEveryone",,en,0.0,Sun Jul 25 13:22:07 +0000 2021,['EdTech'],False,False,False,False,True
25445,narayandojo,"""Everybody Should learn to program a computer 👩‍💻 because it teaches you how to think 🧠."" ~ Steve Jobs

Thank you 🤗 so much to all of you for being a part of this one-week event ""Week of Code"".

#weekofcode #narayandojo #codingbootcamp #coding #codingisfun #STEMeducation #skill https://t.co/OtzzMXbUWr",Narayandojo Stemclub,en,0.0,Sun Jul 25 13:23:00 +0000 2021,,False,True,False,False,False
25446,fitnesswla,"@AARP @USlayConfidence @Clubhouse @creative_ian @WillLam38707694 @neko_niwa I’m inspired by what I hear every day. If Jaihon can overcome his challenges, so can you! #ESL #leadership #Motivation #Mindset #Clubhouse #DMM英会話 https://t.co/ZDkDCEDIIt","Florida, USA",en,0.0,Sun Jul 25 13:23:09 +0000 2021,,False,False,True,False,False
25447,thelangbot,"Super really literally completely necessary perfect things.
#langtwt #studytwt #ESL https://t.co/MAYoqDHkNH",☁️,en,1.0,Sun Jul 25 13:23:32 +0000 2021,"['langtwt', 'studytwt', 'ESL']",False,False,True,False,False
25448,SetserGroup,"See how we're building at Setser Group. 

Learn more here: https://t.co/My3sDY3p9r

#skillandwill #futureofwork #coaching #hybridprofessionals #morethanmytitle #highered #k12 https://t.co/4M73q62nHN",North Carolina,en,0.0,Sun Jul 25 13:23:51 +0000 2021,"['skillandwill', 'futureofwork']",False,False,False,False,True
25449,Qubits_Toy,"A “Red, White &amp; Blue” @blueorigin for classroom discussions and hands-on demonstrations. @JeffBezos has a few kits himself. Find your Qubits Kit on @Amazon #Space #rocket #STEM #STEMeducation https://t.co/26U6ro0MKf","Hendersonville, NC",en,0.0,Sun Jul 25 13:24:06 +0000 2021,,False,True,False,False,False
25453,mfofarrell,Check out my cross walk of how to teach #SEL naturally embedded in #PBL using @caselorg competencies. https://t.co/rPtadXNY43 #edchat https://t.co/LCv6ZGyQjH,Australia,en,27.0,Sun Jul 25 13:24:55 +0000 2021,"['SEL', 'PBL']",True,False,False,False,False
25455,mfofarrell,"LOVE, LOVE, LOVE this project! Perfect example of how PBL can build identity, empathy, and Social Awareness by honoring the stories of the students in front of us. Plus the final product is so cool. https://t.co/opqHIUTsli #pbl #sel",Australia,en,1.0,Sun Jul 25 13:25:24 +0000 2021,,True,False,False,False,False
25456,mfofarrell,"This rubric helps educators understand the difference between a simple ""project"" and rigorous Gold Standard PBL. Use the rubric to guide the design of projects, give formative feedback, and reflect and revise. https://t.co/VqigKrop9N

#PBL #designandplan #edu #k12 https://t.co/vrVGGdrvT1",Australia,en,37.0,Sun Jul 25 13:26:05 +0000 2021,,False,False,False,False,True
25457,americantesol,From New Member to TESOL President via the LMP Award: https://t.co/PdQ4Zr1Gqn #TESOL #ESL #TEFL #EFL #ELLs,"Tampa, FL",en,0.0,Sun Jul 25 13:26:16 +0000 2021,"['TESOL', 'ESL', 'TEFL', 'EFL', 'ELLs']",False,False,True,False,False
25460,RizzoElissa,Ed Leaders➡️The pandemic revealed the numerous ways your certified #schoollibrarian can positively impact student achievement &amp; #SEL.  Ensure that your #schoollibrary program has the resources &amp; staffing that it needs this fall.  #LeadUpChat #SuptChat #EdLeader21 #SATChat #tlchat https://t.co/O8cylTC4QK,,en,24.0,Sun Jul 25 13:27:08 +0000 2021,['schoollibrarian'],True,False,False,False,False
25461,ShalaniaLevy,Some students have been out of their classroom community for longer than a year. The first few weeks of school should be spent on nurturing and building a strong community. Relationships matter! These are some good ideas. @HumbleISD_PLE,"New Caney, TX",en,0.0,Sun Jul 25 13:27:42 +0000 2021,,False,False,False,False,False
25462,TanKHuynh,"After two years of work and waiting, we have our co-authored book. 

If you are part of this PLN, then this book will speak to you!","Bangkok, Thailand",en,0.0,Sun Jul 25 13:27:50 +0000 2021,,False,False,False,False,False
25464,Larryferlazzo,An obvious ‘must-read’ for all ell teachers,"Sacramento, CA",en,0.0,Sun Jul 25 13:29:21 +0000 2021,,False,False,False,False,False
25466,vubblePOP,"🦠⚕️🌍

How Covid’s Delta variant quickly spread globally https://t.co/Xhl18lNrLU via @WSJ ht @LetsTalkScience  

#Covid_19 #COVID19 #DeltaVariant #VariantDelta #pandemic #coronavirus #explainer #mutation #Biology #Science #STEM #STEMed #STEMeducation",Everywhere,en,0.0,Sun Jul 25 13:30:00 +0000 2021,,False,True,False,False,False
25467,teachindavis,RT @EdTech_K12: Which #edtech trends will shape the future of #K12 education? Mike Peters of @CDWCorp shared his insights on the topic at #ISTELive. via @EdTech_K12 https://t.co/gdMgtRgD1B #UtahEducationNetwork,"Farmington, UT",en,1.0,Sun Jul 25 13:30:03 +0000 2021,"['edtech', 'K12']",False,False,False,False,True
25468,AdmiralHalsey8,"Vatican reveals it owns more than 5,000 properties  

Remind me again why we support Catholic schools with public funding?

#K12 #cdnpoli 

https://t.co/3n7IX79QMs",,en,9.0,Sun Jul 25 13:30:11 +0000 2021,,False,False,False,False,True
25470,NikPeachey,"Are you teaching online and looking for some fresh material for your lessons? https://t.co/PtdwL9BhCC Try out these 275 digitally interactive ESL/EFL lesson plans for your adult or teenage students, all based on engaging real-world videos #esl #efl #elt #tesol #eal #tefl #video https://t.co/cVZmpzFIMq",UK,en,0.0,Sun Jul 25 13:30:43 +0000 2021,,False,False,True,False,False
25471,K12Prospects,"Learn who are the decision-makers and for each individual school district department https://t.co/sPaM4ycP87
#k12 #googleclassroom #podcastedu #edtech https://t.co/pNQ4HKQAAO","Tampa, FL",en,0.0,Sun Jul 25 13:30:44 +0000 2021,['k12'],False,False,False,False,True
25474,teachbetterteam,"Check out Episode 86 of the Out of the Trenches Podcast with Dana Goodier and special guest, Dr. McClure as he discusses his extensive knowledge and expertise in mental health, social emotional learning, and behavior!
https://t.co/5GcGohv6mO https://t.co/wEFY0BxivE",United States,en,0.0,Sun Jul 25 13:31:12 +0000 2021,,True,False,False,False,False
25476,PBLWorks,"Many teachers integrate art in Project Based Learning when developing public products. Is that enough? Let's make it the main part of the project.  https://t.co/NjqDKLyEOd

#PBL #art #k12","Novato, CA",en,0.0,Sun Jul 25 13:33:00 +0000 2021,,False,False,False,False,True
25477,HanoverResearch,#ESSER funding has brought #socialemotionallearning back to the top of district leaders' list of priorities. Find out if your #SEL efforts are meeting school stakeholders' needs to identify the most promising investment opportunities https://t.co/IpfEQ29EhJ https://t.co/eBwEYObtH5,"Arlington, VA",en,0.0,Sun Jul 25 13:34:01 +0000 2021,"['ESSER', 'socialemotionallearning']",True,False,False,True,False
25481,WomenEd,"My weekend plans? 17 hours writing in dissertation sessions with @USC. 1st time participating in a research/ writing boot camp with peers, excited to see how it goes, and meet my weekend writing goals #litreview #doctorallife #weekendwarrior #equity #k12 #org #change #leadership https://t.co/zhBiVNg3UB",Global ,en,1.0,Sun Jul 25 13:35:32 +0000 2021,,False,False,False,False,True
25483,DanielleRGary,"Before you post this in your classroom or school, please take a beat to consider how it impacts those who are experiencing factors outside (or even inside the school walls) that contribute to trauma. As educators, we meet folks where they’re at, right? 
#SEL #Equity #Inclusion","Pittsford, NY",en,0.0,Sun Jul 25 13:36:05 +0000 2021,,True,False,False,False,False
25494,CarlaMo85483647,"Inspire reading and make it personal by teaching functional literacy through a culturally responsive approach that addresses social-emotional learning, world knowledge, out-of-school time reading, and parent engagement. Learn more: https://t.co/LXc1qY0oNN","Henderson, NV",en,1.0,Sun Jul 25 13:42:39 +0000 2021,,False,False,False,False,False
25495,ANU67426149,🔱⚜️ANU ⚜️ENKİ ⚜️RA🌕🐍9️⃣1️⃣🦅 ⚜️HORUS 👁🦅, ,en,0.0,Sun Jul 25 13:43:22 +0000 2021,,False,False,False,False,False
25496,Rdene915,"Always learning as I go: https://t.co/l6nPKPfiBN Thoughts on All Things #Education, Tech &amp; PD: Experiences w/ #AI #SEL #edtech #STEM #edutwitter  #k12 #thriveinEDU #blendedlearning  #iste #eduMatch https://t.co/YEmKgk7GEP",Pittsburgh,en,0.0,Sun Jul 25 13:44:04 +0000 2021,"['Education', 'AI']",True,False,False,False,True
25503,TUHINSAJJADSK1,"Easy Ways and Means to Get More Involved in #SciComm by @briles_34.

#scicomm #STEMeducation
#SciencePerspective
#ScienceEngagement

 https://t.co/9DLaQbZD9y",💕,en,0.0,Sun Jul 25 13:46:23 +0000 2021,"['SciComm', 'scicomm', 'STEMeducation', 'SciencePerspective']",False,True,False,False,False
25506,AtrayeeDutta5,"As pressure mounts to get back to normalcy, some #educators stress that we need to remember the lessons of the #pandemic.  Educators:  Returning to 2019 is a mistake.  #TechLearning shares insights. #remotelearning #EDU #education #K12 @erikofgang 
https://t.co/8pkrYlA3Rg https://t.co/OGnDaiYiwx","Bangalore, India",en,0.0,Sun Jul 25 13:50:03 +0000 2021,['educators'],False,False,False,False,True
25507,GraceCa78270352,Parent Town Hall Meeting | July 27th at 6PM - Please plan to join Dr. Midgette and the BCPS Admin Team for a Parent Town Hall Meeting as we discuss the Return to In-Person Learning and the use of ESSER  III Funds for the 2021-22... https://t.co/dezxACDRv0,,en,2.0,Sun Jul 25 13:50:18 +0000 2021,,False,False,False,True,False
25508,sharlow_2,"@The_Hip_Review @SmachTheresa @AbbyMHReynolds Sometimes it has nothing to do with ""masks don't work""
Learning new words means you MUST see the face if the adult/teacher in order to know how to form that word with your mouth. Social skills, language &amp; emotional, behavioral development are 100% tied to seeing whole faces.",The beautiful Ozark Mountains,en,0.0,Sun Jul 25 13:50:38 +0000 2021,,False,False,False,False,False
25513,TanKHuynh,"Who gives a WHOLE day away to support teachers all around the world: @MsSalvac and @KatieToppel 

To be honest, they have given so much to https://t.co/skVgV7CwX8 for MONTHS!","Bangkok, Thailand",en,0.0,Sun Jul 25 13:52:42 +0000 2021,,False,False,False,False,False
25514,TanKHuynh,And a HUGEEEEE thanks to the teachers that showed up during their summer to learn on behalf of their students!,"Bangkok, Thailand",en,0.0,Sun Jul 25 13:53:29 +0000 2021,,False,False,False,False,False
25515,JennSalleeTeach,"We have been honored to have Buncee used for SEL related activities over the years and have created this toolkit filled with templates, resources, and information on social and emotional learning.
 
We hope this will help guide your #SEL journey: https://t.co/HX4a1eDQcY https://t.co/j5PzcC5ejN","Dallas, TX",en,16.0,Sun Jul 25 13:54:33 +0000 2021,,True,False,False,False,False
25517,n2teaching,"Looking for Additional Google Forms Videos? We now have almost a dozen updated Google Forms videos for your teachers this year!

Read the full article: ▸ https://t.co/KYDAaqExk8

#globalgeg #gegnewengland #googleapps #K12 #EDU #GoogleForms https://t.co/JLa0omqiZU","Great Plains, Kansas, USA",en,1.0,Sun Jul 25 13:55:19 +0000 2021,,False,False,False,False,True
25518,PJS193,"So @GNev2 @Carra23 etc can we rely on you to speak, with the indignance you did vs the #ESL, against the likes of @ManUtd @LFC @ChelseaFC @Arsenal @ManCity @SpursOfficial @LCFC etc etc imposing medical apartheid against 60% of their fans, either voluntarily or by govt decree?...",,en,0.0,Sun Jul 25 13:56:30 +0000 2021,['ESL'],False,False,True,False,False
25519,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Reading #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/y60pOKPbNC,,en,0.0,Sun Jul 25 13:56:37 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Reading', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
25521,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Grammar #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/XiS6FzrASB,,en,0.0,Sun Jul 25 13:56:44 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Grammar', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
25522,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Grammar #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/0a4p8ZVkoF,,en,0.0,Sun Jul 25 13:56:48 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Grammar', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
25524,JerryJonesRanch,"Words are like birds, once you let them go they are impossible to bring back. We need to try saying the right right words to our students. #SEL https://t.co/7p20K6JHCI",,en,0.0,Sun Jul 25 13:57:01 +0000 2021,,True,False,False,False,False
25527,teacherslens,"nurturing the #pandemic #brain 
how we react to and manage stress is within our control, six points of scaffolding... 

https://t.co/QGaKkjSs7e #wellbeing #stress #education #remotelearning #k12 #schoolculture https://t.co/vCBYjUADWm",,en,1.0,Sun Jul 25 13:57:15 +0000 2021,"['pandemic', 'brain']",False,False,False,False,True
25528,nataliapetrzela,@jperrillo1 I can imagine. It seems like such a false dichotomy to think redressing “learning loss” (which I can’t believe anyone is denying is real) is at odds with supporting students’ social/emotional thriving. They’re so intertwined IMO!,NYC,en,0.0,Sun Jul 25 13:57:17 +0000 2021,,False,False,False,False,False
25530,heathered23,Awesome job by our Model School Teacher Integration Specialists for assisting summer staff with Technology!! #STEAMEducation #edtech @ESBMS @ESBOCES @comsewoguepride,"Long Island, NY",en,0.0,Sun Jul 25 13:59:32 +0000 2021,,False,True,False,False,False
25532,vubblePOP,"👩‍🔬🦋🔍

The 10-day international effort to save monarch butterflies https://t.co/Iyv3MKnaI7 via @CBCTheNational ht @LetsTalkScience 

#Monarchbutterfly #butterflies #butterfly #research #Canada #Mexico #endangered #nature #naturelovers #Science #STEM #STEMeducation #STEMed",Everywhere,en,0.0,Sun Jul 25 14:00:00 +0000 2021,,False,True,False,False,False
